loan_id,customer_id,age,gender,income,loan_amount,tenure_months,credit_score,employment_status,bank_balance,number_of_loans,missed_payments,defaulted,debt_to_income_ratio,loan_to_bank_balance_ratio,credit_score_category,missed_payment_rate
654,4059,34,Male,413228.0,177031,12,318.0,Full-time,698412,1,2,1,0.42840998189861285,0.25347645802191254,Low,2.0
655,1452,43,Male,73782.0,135829,12,683.0,Full-time,150635,4,6,0,1.840950367298257,0.9017094300793308,Medium,1.5
656,2227,38,Male,340598.0,138216,6,559.5,Self-employed,702682,4,9,1,0.4058039095943018,0.19669779501965326,Low,2.25
657,3959,45,Female,380048.0,75901,36,536.0,Part-time,716605,2,7,1,0.19971424662147938,0.10591748592320735,Low,3.5
658,3265,63,Female,179936.0,253386,24,686.0,Part-time,837946,3,5,1,1.4082006935799396,0.3023894141149907,Medium,1.6666666666666667
659,3521,19,Female,458808.0,185607,36,725.0,Part-time,280752,2,2,1,0.4045417691060313,0.6611065994187041,High,1.0
660,3479,60,Male,203245.0,108046,36,576.0,Full-time,984766,2,5,0,0.5316047135230879,0.10971743541105197,Low,2.5
661,3388,18,Male,476420.0,88278,24,526.0,Part-time,857759,4,1,0,0.18529448805675663,0.10291701981558923,Low,0.25
662,1550,53,Female,478812.0,284535,12,622.0,Self-employed,712585,2,6,0,0.594252023758803,0.39929973266347174,Medium,3.0
663,2635,43,Male,477540.0,112476,12,452.0,Full-time,467210,1,9,0,0.2355321020228672,0.2407397101945592,Low,9.0
664,2312,46,Female,172258.0,107537,24,536.0,Full-time,252773,2,6,0,0.6242786982317222,0.42542913997934906,Low,3.0
665,4325,38,Male,161668.0,191429,12,354.0,Full-time,279365,1,3,0,1.1840871415493481,0.6852290014855118,Low,3.0
666,2757,28,Female,436328.0,227980,12,735.0,Full-time,834938,4,7,0,0.522496837241708,0.27305021450694544,High,1.75
667,1356,57,Female,473966.0,85403,36,408.0,Self-employed,807400,3,3,0,0.18018803036504727,0.10577532821402032,Low,1.0
668,3070,28,Male,328710.0,74286,36,483.0,Part-time,389821,1,6,0,0.22599251619968969,0.19056438724440192,Low,6.0
669,2785,53,Male,188262.0,114927,24,667.0,Self-employed,213678,3,3,1,0.6104630780508016,0.5378513464184427,Medium,1.0
670,3569,56,Female,88333.0,287052,24,497.0,Part-time,421153,3,4,0,3.2496575458775316,0.6815860269308304,Low,1.3333333333333333
671,2781,57,Female,434073.0,33386,24,670.0,Self-employed,455651,1,6,0,0.07691333024629497,0.07327099029739867,Medium,6.0
672,4908,52,Male,261977.0,187826,6,672.0,Unemployed,180580,4,9,0,0.7169560686625162,1.0401262598294385,Medium,2.25
673,4171,51,Male,280255.0,262156,6,796.0,Unemployed,786064,0,2,0,0.9354195286435567,0.33350465102078203,High,inf
674,3849,64,Male,170263.0,258724,24,500.0,Unemployed,519911,3,9,1,1.5195550413184309,0.4976313253614561,Low,3.0
675,4251,41,Female,444805.0,211202,24,808.0,Unemployed,172903,3,4,0,0.4748193028405706,1.2215056997275928,High,1.3333333333333333
676,4294,39,Male,75235.0,35525,6,621.0,Full-time,436149,4,2,0,0.4721871469395893,0.08145152230086507,Medium,0.5
677,4977,22,Female,50159.0,89818,36,574.0,Full-time,440523,4,4,0,1.790665683127654,0.20388946774629246,Low,1.0
678,3809,50,Female,193217.0,124589,6,510.0,Self-employed,703700,2,2,0,0.6448138621342843,0.17704845814977974,Low,1.0
679,4730,53,Male,212993.0,155406,12,803.0,Self-employed,102951,4,9,0,0.7296296122407778,1.5095142349272954,High,2.25
680,3489,64,Female,417003.0,104715,24,417.0,Unemployed,894738,3,6,0,0.2511133013431558,0.11703426030860431,Low,2.0
681,2631,37,Male,197309.0,203839,6,341.0,Part-time,305745,1,0,0,1.033095297224151,0.6666961029616183,Low,0.0
682,3816,36,Male,157507.0,278788,6,614.0,Unemployed,731316,0,8,1,1.7700038728437466,0.38121413998873266,Medium,inf
683,2015,52,Female,451460.0,267438,12,628.0,Self-employed,72178,2,8,0,0.592384707393789,3.705256449333592,Medium,4.0
684,2348,60,Male,64743.0,177679,24,316.0,Unemployed,216383,1,4,0,2.7443739091484796,0.8211319743233063,Low,4.0
685,1515,34,Male,278174.0,93178,12,582.0,Self-employed,159826,0,8,0,0.33496300876429863,0.5829965087032147,Medium,inf
686,4087,62,Male,96101.0,185458,24,557.0,Unemployed,960814,0,9,0,1.9298238311776152,0.19302175030755173,Low,inf
687,3839,60,Female,292717.0,264466,24,318.0,Part-time,69893,0,5,0,0.903486985723412,3.783869629290487,Low,inf
688,1335,51,Female,171534.0,96724,6,559.5,Unemployed,348943,1,4,0,0.5638765492555412,0.27719140375362167,Low,4.0
689,2782,26,Female,396371.0,239204,36,722.0,Part-time,513223,2,2,1,0.6034851187397665,0.4660819955457959,High,1.0
690,3305,43,Male,280604.0,106393,6,765.0,Part-time,834799,2,7,0,0.3791571039614546,0.12744744543297248,High,3.5
691,1496,19,Male,237450.0,86312,36,672.0,Self-employed,275345,0,3,1,0.3634954727311013,0.3134685576277034,Medium,inf
692,1895,26,Male,383270.0,81196,24,380.0,Part-time,920243,1,9,0,0.2118506535862447,0.08823321666125143,Low,9.0
693,3207,26,Female,368215.0,80014,36,847.0,Full-time,275375,0,2,1,0.21730239126597234,0.29056377666817973,High,inf
694,4546,57,Female,252193.0,151994,6,723.0,Full-time,256682,4,5,0,0.6026892102477072,0.5921490404469344,High,1.25
695,1851,34,Male,386907.0,43340,12,728.0,Full-time,238886,2,7,0,0.11201658279638259,0.18142544979613706,High,3.5
696,2687,18,Male,285422.0,123711,6,687.0,Self-employed,435711,3,8,0,0.43343190083455374,0.28392902635003475,Medium,2.6666666666666665
697,2931,42,Female,455453.0,225250,6,503.0,Full-time,414384,0,5,1,0.494562556399892,0.5435779373720994,Low,inf
698,3737,60,Female,196721.0,21094,24,495.0,Self-employed,425840,4,4,1,0.10722800311100493,0.049535036633477365,Low,1.0
699,4746,57,Female,218785.0,277885,12,584.0,Self-employed,141707,2,1,0,1.2701282080581393,1.96098287311142,Medium,0.5
700,3427,59,Female,280255.0,121585,24,495.0,Full-time,534252,1,1,0,0.4338370412659899,0.22757986867620525,Low,1.0
701,2568,42,Male,226481.0,78798,6,606.0,Part-time,421001,2,8,0,0.34792322534782166,0.18716820150070904,Medium,4.0
702,1956,56,Male,229838.0,211604,12,313.0,Unemployed,750406,1,1,0,0.9206658603016037,0.2819860182354619,Low,1.0
703,3738,52,Female,96154.0,120130,24,445.0,Self-employed,738157,1,1,0,1.2493500010399983,0.16274315626621436,Low,1.0
704,4498,20,Female,319160.0,294308,12,356.0,Full-time,740150,0,2,1,0.9221330993858879,0.3976329122475174,Low,inf
705,2636,54,Male,491904.0,176667,24,509.0,Self-employed,732288,0,2,0,0.3591493462138954,0.2412534412690089,Low,inf
706,2291,61,Female,401822.0,40257,24,828.0,Part-time,12336,2,3,0,0.10018615207728795,3.263375486381323,High,1.5
707,4906,61,Female,424200.0,62691,36,643.0,Part-time,863907,4,6,0,0.14778642149929277,0.0725668387916755,Medium,1.5
708,4648,47,Female,104238.0,89768,12,578.0,Full-time,420628,2,8,0,0.8611830618392525,0.21341422824918932,Low,4.0
709,2440,55,Female,370752.0,24026,24,508.0,Self-employed,82212,3,1,0,0.06480342654928362,0.29224444120079796,Low,0.3333333333333333
710,2191,51,Male,139081.0,235162,36,634.0,Unemployed,861811,1,3,0,1.6908276471983952,0.2728695734911715,Medium,3.0
711,4913,29,Female,297644.0,29610,24,587.0,Unemployed,45591,1,8,0,0.09948125949120426,0.649470290188853,Medium,8.0
712,2066,36,Female,475113.0,187718,12,551.0,Self-employed,848182,0,1,0,0.3951017968357001,0.22131806616976074,Low,inf
713,4627,54,Female,363105.0,188646,24,564.0,Self-employed,877080,4,9,0,0.5195356714999794,0.21508414283759747,Low,2.25
714,1284,61,Female,249775.0,232123,24,570.0,Self-employed,882566,0,0,0,0.9293283955560004,0.2630092253723801,Low,
715,3444,34,Female,487973.0,29288,24,718.0,Full-time,428670,3,9,0,0.06001971420549908,0.06832295238761751,High,3.0
716,1011,27,Male,339061.0,94425,6,510.0,Part-time,622825,2,7,0,0.2784897112908887,0.15160759442861158,Low,3.5
717,2630,64,Female,465952.0,10917,6,664.0,Unemployed,849104,2,8,1,0.023429451960716982,0.012857082289095328,Medium,4.0
718,4373,29,Female,340134.0,263187,36,375.0,Full-time,289372,4,6,0,0.7737744535976997,0.9095109409341608,Low,1.5
719,4969,33,Female,280255.0,49104,12,620.0,Self-employed,14429,0,7,0,0.17521186062692903,3.403146441194816,Medium,inf
720,4324,41,Female,260695.0,159134,24,732.0,Self-employed,84294,0,3,1,0.610422140815896,1.887844923719363,High,inf
721,3546,36,Female,203512.0,289143,12,559.5,Part-time,985312,3,3,0,1.420766343016628,0.2934532412068462,Low,1.0
722,1753,25,Male,216277.0,272091,24,821.0,Self-employed,377721,2,1,0,1.2580672008581588,0.7203491465923261,High,0.5
723,3082,48,Female,130811.0,71169,6,346.0,Full-time,184087,0,7,1,0.5440597503268074,0.38660524643239336,Low,inf
724,3774,38,Male,304840.0,164542,6,678.0,Full-time,874506,4,1,1,0.5397651226873114,0.1881542265004471,Medium,0.25
725,3896,34,Male,367247.0,139744,36,395.0,Part-time,331080,2,8,0,0.3805177441885162,0.4220852966050501,Low,4.0
726,1089,40,Female,484843.0,69821,36,559.5,Full-time,211979,3,3,0,0.1440074415841829,0.32937696658631277,Low,1.0
727,1775,54,Female,418266.0,227741,24,445.0,Unemployed,843810,4,0,0,0.5444884355888359,0.26989606665007526,Low,0.0
728,3652,33,Male,284104.0,259265,12,326.0,Full-time,37310,1,3,0,0.9125707487398981,6.948941302599839,Low,3.0
729,4993,23,Male,69008.0,224127,24,829.0,Full-time,626115,3,2,0,3.24784083004869,0.35796459116935386,High,0.6666666666666666
730,4017,25,Female,252346.0,284336,24,381.0,Full-time,199899,4,5,0,1.126770386691289,1.4223983111471292,Low,1.25
731,2625,42,Male,82402.0,213834,24,727.0,Unemployed,428472,0,6,1,2.5950098298584985,0.49906178233350135,High,inf
732,4069,35,Male,234456.0,244538,6,778.0,Self-employed,207500,1,7,0,1.0430016719555055,1.1784963855421686,High,7.0
733,1417,42,Male,309994.0,96795,24,461.0,Full-time,99862,3,1,0,0.31224797899314183,0.9692876169113377,Low,0.3333333333333333
734,1114,29,Male,449009.0,175159,24,701.0,Part-time,301033,0,5,0,0.39010131200042764,0.5818597961020885,High,inf
735,1616,32,Male,186643.0,145699,36,807.0,Unemployed,313572,1,5,0,0.780629329790027,0.4646428890334596,High,5.0
736,4974,43,Male,459425.0,253877,6,337.0,Part-time,372646,2,9,0,0.5525972683245362,0.6812819673362923,Low,4.5
737,4267,58,Male,163550.0,209298,24,810.0,Full-time,430423,0,4,0,1.2797187404463466,0.48626118957397724,High,inf
738,1825,62,Female,486364.0,198505,24,692.0,Part-time,574543,4,9,0,0.4081408163433149,0.34550068489216645,Medium,2.25
739,4572,43,Female,141218.0,146285,12,793.0,Full-time,367968,3,9,0,1.0358806950955262,0.3975481563614227,High,3.0
740,2649,64,Female,183296.0,112412,6,499.0,Unemployed,222603,1,6,1,0.61328125,0.504988701859364,Low,6.0
741,2516,49,Male,229767.0,29404,12,554.0,Part-time,791841,0,2,0,0.12797312059608212,0.03713371750136707,Low,inf
742,4146,27,Male,432923.0,126545,12,478.0,Part-time,42438,2,3,1,0.29230371220748264,2.9818794476648285,Low,1.5
743,1412,33,Female,441858.0,232128,12,846.0,Full-time,241482,3,9,0,0.525345246662955,0.9612641936044922,High,3.0
744,4447,24,Male,291060.0,160245,24,688.0,Full-time,765598,3,8,0,0.550556586270872,0.20930697311121502,Medium,2.6666666666666665
745,4491,34,Female,290016.0,194099,24,697.0,Self-employed,785372,0,3,0,0.6692699713119277,0.2471427552803003,Medium,inf
746,1728,40,Female,82441.0,296133,24,457.0,Full-time,794301,2,2,0,3.592059776082289,0.3728221417321645,Low,1.0
747,4348,43,Female,288038.0,271657,36,303.0,Full-time,494476,1,1,0,0.9431290315861102,0.5493835899012288,Low,1.0
748,4068,38,Male,220201.0,296663,12,466.0,Self-employed,712222,0,4,0,1.3472372968333477,0.41653164322360164,Low,inf
749,3808,39,Male,281324.0,266875,12,767.0,Full-time,481153,1,3,0,0.9486392913508979,0.5546572503964435,High,3.0
750,1675,24,Female,280255.0,294583,24,708.0,Full-time,812390,3,7,0,1.0511248684234,0.3626127845000554,High,2.3333333333333335
751,4465,31,Male,142122.0,24995,6,711.0,Self-employed,207374,1,6,0,0.17587002715976416,0.1205310212466365,High,6.0
752,2892,32,Female,94760.0,33559,12,503.0,Unemployed,937272,2,5,0,0.35414731954411144,0.03580497443644961,Low,2.5
753,3504,24,Female,335622.0,108000,12,493.0,Unemployed,751690,4,1,0,0.32179058583763875,0.14367624951775332,Low,0.25
754,3967,26,Male,440025.0,162191,6,534.0,Full-time,681505,2,2,0,0.36859496619510257,0.2379894498206176,Low,1.0
755,3239,25,Male,383998.0,35517,36,449.0,Full-time,337766,1,9,0,0.09249266923265226,0.10515267966580413,Low,9.0
756,3786,40,Female,406374.0,225558,12,458.0,Self-employed,501955,0,8,0,0.5550502738856324,0.44935900628542397,Low,inf
757,4760,46,Female,397860.0,115686,12,578.0,Self-employed,550730,3,8,0,0.290770622832152,0.2100593757376573,Low,2.6666666666666665
758,2122,35,Male,193252.0,98151,6,703.0,Unemployed,81948,4,4,0,0.5078912508020615,1.197722946258603,High,1.0
759,2571,48,Male,148538.0,275471,24,610.0,Part-time,254657,0,2,0,1.854549004295197,1.0817334689405749,Medium,inf
760,1977,47,Female,65372.0,130318,12,559.5,Full-time,287740,0,1,0,1.9934834485712538,0.45290192534927365,Low,inf
761,2008,56,Male,341940.0,205490,24,762.0,Part-time,600079,2,7,0,0.6009533836345557,0.3424382456309919,High,3.5
762,3143,52,Male,271035.0,183860,12,387.0,Part-time,566694,1,5,0,0.6783625730994152,0.3244431739174934,Low,5.0
763,2687,35,Male,410970.0,125945,6,516.0,Self-employed,40524,2,9,1,0.30645789230357445,3.10791136116869,Low,4.5
764,3710,59,Female,432736.0,223456,24,300.0,Full-time,154404,1,6,0,0.5163795015898839,1.447216393357685,Low,6.0
765,4261,56,Female,405779.0,62446,6,434.0,Full-time,110160,2,0,0,0.1538916503811188,0.5668663761801017,Low,0.0
766,4807,34,Female,161022.0,197655,12,650.0,Self-employed,146836,0,0,0,1.2275030741140962,1.346093601024272,Medium,
767,1036,31,Male,104040.0,150148,12,439.0,Part-time,682923,3,9,0,1.4431757016532103,0.21986080421950938,Low,3.0
768,4851,48,Male,387501.0,79341,36,432.0,Self-employed,480891,1,1,0,0.2047504393537049,0.16498749196803433,Low,1.0
769,4440,41,Female,252440.0,41085,6,559.5,Unemployed,167442,4,9,0,0.16275154492156552,0.24536854552621207,Low,2.25
770,4766,52,Female,128356.0,15750,24,657.0,Full-time,791494,4,2,0,0.12270560004986132,0.019899076935516884,Medium,0.5
771,2548,61,Male,328355.0,45903,6,679.0,Unemployed,568933,0,0,0,0.1397968661966469,0.08068261113347266,Medium,
772,3326,62,Female,417570.0,213561,12,749.0,Self-employed,384903,2,4,1,0.5114376032760974,0.5548436878901957,High,2.0
773,3264,51,Male,280255.0,101036,12,762.0,Full-time,269388,2,2,0,0.36051453140889544,0.37505753782648077,High,1.0
774,3914,20,Female,378996.0,97954,36,407.0,Unemployed,923876,0,0,0,0.25845655363117287,0.10602505098086756,Low,
775,1872,54,Female,437881.0,127305,12,421.0,Unemployed,760769,4,7,0,0.290729673130371,0.16733726006185845,Low,1.75
776,2821,60,Female,358112.0,210753,6,316.0,Part-time,781608,4,5,0,0.5885114154231078,0.26964028003807533,Low,1.25
777,2296,57,Male,329652.0,42101,12,495.0,Full-time,85501,2,8,0,0.12771346753546164,0.4924035976187413,Low,4.0
778,4952,43,Female,203077.0,12775,6,626.0,Unemployed,117450,1,2,0,0.0629071731412223,0.10876968922945934,Medium,2.0
779,3109,40,Male,104575.0,121497,6,617.0,Unemployed,719831,3,8,0,1.1618168778388716,0.16878545102947776,Medium,2.6666666666666665
780,1595,61,Male,200043.0,55619,24,778.0,Part-time,765893,1,8,1,0.27803522242717815,0.07261980459411432,High,8.0
781,2903,56,Female,468815.0,262388,6,551.0,Unemployed,279100,4,0,0,0.5596834572272645,0.9401218201361519,Low,0.0
782,1728,32,Female,116914.0,243346,6,802.0,Unemployed,957977,1,2,0,2.08141026737602,0.2540207123970617,High,2.0
783,2365,21,Female,299134.0,75149,24,418.0,Unemployed,931398,3,5,0,0.2512218604371285,0.08068408993792127,Low,1.6666666666666667
784,1396,46,Female,117055.0,36616,12,797.0,Part-time,492134,1,7,0,0.31281021741916193,0.07440250013207785,High,7.0
785,1698,39,Female,137697.0,231767,6,785.0,Unemployed,200658,1,3,0,1.6831666630355056,1.1550349350636406,High,3.0
786,4090,42,Female,156239.0,195639,12,344.0,Unemployed,540997,1,4,0,1.2521777533138332,0.3616267742704673,Low,4.0
787,3224,30,Male,285469.0,178171,24,613.0,Full-time,736618,1,8,1,0.6241343193131303,0.24187706518168167,Medium,8.0
788,2635,35,Female,173106.0,216903,12,478.0,Full-time,380572,0,5,0,1.2530068281861981,0.5699394595503611,Low,inf
789,1395,50,Male,317499.0,241318,12,717.0,Part-time,277354,4,6,0,0.7600590868002733,0.8700721821210439,High,1.5
790,3492,33,Male,366264.0,297623,6,377.0,Self-employed,967014,3,6,1,0.8125914640805539,0.3077752752286937,Low,2.0
791,4304,62,Male,350486.0,65863,24,625.0,Full-time,888513,4,3,0,0.1879190609610655,0.07412722154881246,Medium,0.75
792,4986,59,Female,52257.0,183115,12,656.0,Part-time,169746,0,3,0,3.5041238494364393,1.0787588514604174,Medium,inf
793,1075,61,Male,339508.0,263347,24,559.5,Unemployed,518467,0,3,0,0.7756724436537578,0.5079339668677081,Low,inf
794,1264,19,Female,280255.0,199052,36,814.0,Unemployed,100025,0,4,0,0.7102531622986209,1.990022494376406,High,inf
795,3502,52,Female,161715.0,288495,24,513.0,Part-time,410949,0,4,0,1.7839718022446898,0.7020214187161911,Low,inf
796,2819,59,Female,76654.0,145203,12,373.0,Unemployed,151152,1,7,0,1.8942651394578234,0.9606422673864718,Low,7.0
797,1717,51,Male,261841.0,257908,12,808.0,Unemployed,495416,4,8,0,0.9849794340840433,0.5205887577308767,High,2.0
798,3782,47,Female,393567.0,283493,12,631.0,Self-employed,184484,2,1,0,0.7203169981223019,1.5366806877561199,Medium,0.5
799,4455,30,Female,341464.0,202003,6,392.0,Unemployed,910908,3,6,0,0.5915792001499426,0.2217600460200152,Low,2.0
800,4635,30,Female,70808.0,284597,6,818.0,Full-time,190043,0,0,0,4.019277482770309,1.4975400304141695,High,
801,1850,35,Male,102389.0,159886,24,568.0,Unemployed,957213,4,0,1,1.5615544638584222,0.16703283386247367,Low,0.0
802,4577,49,Male,168581.0,159335,12,675.0,Part-time,846278,0,3,0,0.9451539615970957,0.18827737457431246,Medium,inf
803,2390,49,Male,177927.0,87694,12,303.0,Self-employed,65480,0,9,1,0.4928650513974832,1.3392486255345144,Low,inf
804,1143,52,Male,84773.0,25735,24,437.0,Unemployed,767128,0,6,0,0.3035754308565227,0.03354720463860008,Low,inf
805,1884,56,Male,232240.0,185745,24,530.0,Part-time,315104,0,1,0,0.7997976231484671,0.5894720473240581,Low,inf
806,4140,63,Female,470963.0,230534,6,828.0,Full-time,234622,0,1,0,0.48949492847633463,0.9825762289981331,High,inf
807,4170,46,Male,388540.0,55066,36,351.0,Unemployed,434368,3,0,0,0.14172543367478252,0.1267726904376013,Low,0.0
808,1395,46,Male,419836.0,241387,6,624.0,Self-employed,420466,4,9,0,0.5749554587981974,0.5740939814396407,Medium,2.25
809,4096,61,Male,280255.0,144445,24,576.0,Unemployed,872197,0,1,0,0.5154056127455353,0.16561052147622612,Low,inf
810,3995,33,Male,107505.0,282836,24,835.0,Part-time,641553,0,6,0,2.6309101902237106,0.44086147208414583,High,inf
811,3938,61,Male,280255.0,55541,24,785.0,Self-employed,834569,0,8,0,0.1981802287202726,0.06655051889058904,High,inf
812,2492,64,Male,68135.0,175129,24,815.0,Unemployed,737371,0,5,0,2.5703236222205916,0.23750459402390384,High,inf
813,4555,27,Male,140887.0,76983,6,451.0,Full-time,118922,1,9,0,0.5464166317687225,0.6473402734565513,Low,9.0
814,4636,47,Female,172118.0,160655,12,782.0,Self-employed,516576,1,1,0,0.9334003416260938,0.3109997367279936,High,1.0
815,4222,42,Male,359521.0,163837,24,558.0,Full-time,645568,2,9,0,0.45570912408454584,0.25378736244671357,Low,4.5
816,2167,56,Male,204626.0,200359,12,623.0,Part-time,439628,0,9,1,0.9791473224321445,0.4557466767357857,Medium,inf
817,3616,37,Male,374635.0,220747,36,467.0,Unemployed,306020,2,8,0,0.5892321859943679,0.721348277890334,Low,4.0
818,2062,22,Female,498837.0,187597,12,609.0,Full-time,880979,3,6,0,0.37606873587965606,0.21294151165918823,Medium,2.0
819,3156,18,Male,295739.0,179302,12,778.0,Part-time,729024,2,0,0,0.6062845955386337,0.2459480071986656,High,0.0
820,4764,47,Male,370427.0,297710,12,355.0,Unemployed,836659,4,8,0,0.8036941151697905,0.35583194587042033,Low,2.0
821,2065,20,Female,329067.0,262084,12,772.0,Part-time,687810,1,1,0,0.7964457086246873,0.3810412759337608,High,1.0
822,2209,62,Male,359735.0,131015,24,595.0,Full-time,84433,1,3,0,0.3641986462256939,1.5517037177406938,Medium,3.0
823,3982,31,Female,112261.0,182257,24,760.0,Part-time,73704,0,8,0,1.6235112817452186,2.4728237273417997,High,inf
824,3445,47,Female,366480.0,256536,24,623.0,Self-employed,531149,0,3,0,0.7,0.48298311773155933,Medium,inf
825,4294,21,Male,386227.0,234021,36,440.0,Unemployed,238366,3,2,1,0.6059156920671004,0.9817717291895657,Low,0.6666666666666666
826,1633,35,Male,110948.0,140956,36,561.0,Part-time,324058,3,0,1,1.270469048563291,0.4349715174444081,Low,0.0
827,2156,54,Female,290891.0,80744,36,719.0,Full-time,63888,4,6,0,0.277574761680492,1.2638367142499374,High,1.5
828,4234,42,Male,214074.0,83616,6,540.0,Unemployed,865718,0,5,0,0.3905939067798985,0.09658572421966506,Low,inf
829,2238,18,Male,338816.0,97438,24,654.0,Self-employed,585581,0,9,1,0.28758382130714016,0.16639542608110577,Medium,inf
830,1732,63,Female,316357.0,126841,12,479.0,Unemployed,213596,3,3,1,0.400942605979953,0.5938360268918894,Low,1.0
831,1234,32,Female,191365.0,150558,6,365.0,Self-employed,68515,3,5,0,0.7867582891333316,2.1974458147850835,Low,1.6666666666666667
832,4914,26,Male,499076.0,179934,24,647.0,Unemployed,416740,3,5,0,0.3605342673260185,0.4317656092527715,Medium,1.6666666666666667
833,3705,32,Female,112507.0,262734,12,470.0,Part-time,269209,1,3,1,2.335268027767161,0.9759480552284656,Low,3.0
834,1750,41,Male,107134.0,68870,6,773.0,Part-time,693044,2,5,0,0.6428398080908022,0.09937319996998747,High,2.5
835,3635,21,Female,183172.0,96694,6,833.0,Full-time,613008,2,9,0,0.5278863581770139,0.15773693002375172,High,4.5
836,4080,29,Female,291225.0,247068,6,666.0,Self-employed,164437,0,7,0,0.8483749678083956,1.502508559509113,Medium,inf
837,4145,54,Female,243069.0,111407,36,406.0,Full-time,845308,1,2,1,0.45833487610513884,0.13179456482134322,Low,2.0
838,1953,54,Female,340316.0,41379,6,738.0,Part-time,941208,3,3,1,0.12158993406128422,0.04396371471555703,High,1.0
839,3539,60,Male,332276.0,246500,12,526.0,Self-employed,188929,0,9,0,0.7418531582178671,1.304722938246643,Low,inf
840,3960,23,Male,298933.0,64353,12,743.0,Full-time,136694,1,0,0,0.21527566377750199,0.47078145346540445,High,0.0
841,4324,56,Female,330343.0,191068,12,741.0,Full-time,870229,4,3,0,0.5783927614630854,0.21956059841719824,High,0.75
842,4301,63,Male,86609.0,286175,36,695.0,Full-time,241540,1,9,1,3.3042178064635315,1.1847934089591785,Medium,9.0
843,2542,41,Male,224037.0,221144,6,383.0,Full-time,615429,0,9,0,0.9870869543869986,0.3593330831013813,Low,inf
844,2197,28,Male,189088.0,75982,24,312.0,Full-time,246476,2,8,1,0.4018340666779489,0.30827342215874975,Low,4.0
845,2676,30,Female,482995.0,46683,24,792.0,Self-employed,996836,3,7,0,0.09665317446350376,0.04683117383401081,High,2.3333333333333335
846,2191,51,Male,280255.0,124091,36,567.0,Full-time,364534,4,3,1,0.4427788977895131,0.34040994804325525,Low,0.75
847,3217,42,Male,263666.0,127797,24,824.0,Self-employed,359000,1,6,0,0.4846927552282054,0.35598050139275766,High,6.0
848,2416,24,Male,336616.0,16587,36,419.0,Full-time,852633,0,9,0,0.049275732585498014,0.01945385646579478,Low,inf
849,3993,21,Female,232885.0,239602,6,652.0,Part-time,425910,0,2,0,1.028842561779419,0.5625648611208941,Medium,inf
850,3842,25,Male,281440.0,161599,12,356.0,Part-time,876198,3,8,0,0.5741863274587834,0.18443205759428805,Low,2.6666666666666665
851,3681,37,Male,307803.0,295713,12,339.0,Full-time,22995,0,9,1,0.9607216303934659,12.859882583170254,Low,inf
852,2217,46,Female,217093.0,283295,36,635.0,Unemployed,878752,0,3,0,1.3049476491641832,0.322383334547176,Medium,inf
853,2540,62,Female,366275.0,200246,6,472.0,Part-time,604429,3,1,0,0.5467094396286943,0.33129780338137316,Low,0.3333333333333333
854,3076,63,Male,205159.0,54739,6,846.0,Self-employed,663779,4,9,0,0.26681256976296436,0.0824657001803311,High,2.25
855,4236,27,Male,62828.0,42954,12,558.0,Full-time,441168,2,4,1,0.6836760679951613,0.09736426939397236,Low,2.0
856,2445,60,Male,408808.0,253935,6,816.0,Self-employed,689197,2,1,0,0.6211595663489952,0.3684505301096784,High,0.5
857,3386,51,Female,182473.0,119373,6,822.0,Unemployed,70799,1,9,0,0.6541954152121136,1.6860831367674685,High,9.0
858,4719,43,Female,327337.0,44700,36,416.0,Full-time,704237,4,5,0,0.13655651515105227,0.0634729501574044,Low,1.25
859,2519,58,Female,273461.0,133728,12,483.0,Part-time,499471,1,9,0,0.4890203721920128,0.26773926814569815,Low,9.0
860,2388,20,Female,488080.0,81045,24,415.0,Self-employed,832119,2,0,0,0.16604859859039503,0.09739592534240896,Low,0.0
861,2856,23,Male,463523.0,154972,24,461.0,Part-time,755027,3,5,0,0.33433508153856445,0.2052535869578174,Low,1.6666666666666667
862,2365,22,Female,414662.0,11881,12,842.0,Part-time,37276,0,3,0,0.02865225171344372,0.31873055048824983,High,inf
863,1499,22,Male,331755.0,292933,6,536.0,Full-time,558811,2,2,1,0.8829799098732498,0.5242076480241084,Low,1.0
864,2680,64,Male,224863.0,98059,12,365.0,Self-employed,197127,4,1,1,0.43608330405624757,0.4974407361751561,Low,0.25
865,1510,40,Female,455166.0,224566,12,369.0,Unemployed,316759,2,6,0,0.4933716490247514,0.7089490748487021,Low,3.0
866,4398,26,Male,388384.0,119388,24,746.0,Part-time,489858,4,8,0,0.3073968031638791,0.2437196085396176,High,2.0
867,1216,52,Male,289719.0,208303,12,715.0,Full-time,503256,4,2,0,0.7189828765113783,0.41391061408110386,High,0.5
868,2324,37,Female,258475.0,275406,6,831.0,Full-time,10514,4,5,0,1.0655034336009286,26.194217234163972,High,1.25
869,2155,59,Male,314889.0,91972,24,559.5,Unemployed,47456,1,8,0,0.2920775257312894,1.9380478759271746,Low,8.0
870,2827,52,Female,367387.0,64722,36,763.0,Full-time,7233,3,1,1,0.17616845451798785,8.948154292824555,High,0.3333333333333333
871,4141,35,Male,316010.0,191890,36,695.0,Part-time,263246,2,6,0,0.6072276193791336,0.7289379515738131,Medium,3.0
872,4323,34,Female,213317.0,279045,36,694.0,Full-time,66133,3,4,0,1.308123590712414,4.219451710946124,Medium,1.3333333333333333
